lead_id,provider_id,offered_at,rank_shown,purchased,contacted,converted,lead_price_gbp
L02853,P0058,2025-12-25,2,0,0,0,10.0
L02853,P0019,2025-12-25,3,1,1,0,12.0
L02853,P0018,2025-12-25,4,0,0,0,8.0
L02853,P0035,2025-12-25,5,1,1,0,12.0
L01191,P0183,2025-12-25,1,1,1,0,8.0
L01191,P0199,2025-12-25,2,0,0,0,8.0
L01191,P0025,2025-12-25,3,0,0,0,12.0
L01191,P0192,2025-12-25,4,0,0,0,10.0
L01191,P0103,2025-12-25,5,0,0,0,12.0
L02591,P0196,2025-12-25,1,1,1,0,12.0
L02591,P0128,2025-12-25,2,1,1,0,10.0
L02591,P0116,2025-12-25,3,0,0,0,12.0
L02591,P0044,2025-12-25,4,1,0,0,12.0
L02591,P0147,2025-12-25,5,0,0,0,15.0
L00519,P0134,2025-12-25,1,0,0,0,12.0
L00519,P0159,2025-12-25,2,0,0,0,12.0
L00519,P0016,2025-12-25,3,1,1,1,8.0
L00519,P0195,2025-12-25,4,0,0,0,15.0
L00519,P0112,2025-12-25,5,1,0,0,15.0
L02312,P0167,2025-12-25,1,1,0,0,12.0
L02312,P0055,2025-12-25,2,1,1,0,10.0
L02312,P0088,2025-12-25,3,0,0,0,15.0
L02312,P0184,2025-12-25,4,1,0,0,10.0
L02312,P0051,2025-12-25,5,0,0,0,12.0
L01575,P0157,2025-12-25,1,1,1,1,15.0
L01575,P0179,2025-12-25,2,1,1,0,15.0
L01575,P0170,2025-12-25,3,0,0,0,15.0
L01575,P0011,2025-12-25,4,1,1,0,10.0
L01575,P0022,2025-12-25,5,1,1,1,15.0
L00521,P0026,2025-12-25,1,0,0,0,12.0
L00521,P0215,2025-12-25,2,0,0,0,12.0
L00521,P0001,2025-12-25,3,0,0,0,10.0
L00521,P0005,2025-12-25,4,1,1,0,15.0
L00521,P0124,2025-12-25,5,0,0,0,10.0
L00855,P0122,2025-12-25,1,0,0,0,10.0
L00855,P0016,2025-12-25,2,1,1,0,15.0
L00855,P0159,2025-12-25,3,1,0,0,10.0
L00855,P0188,2025-12-25,4,0,0,0,15.0
L00855,P0034,2025-12-25,5,0,0,0,8.0
L02283,P0216,2025-12-25,1,0,0,0,8.0
L02283,P0037,2025-12-25,2,1,0,0,10.0
L02283,P0165,2025-12-25,3,1,0,0,12.0
L02283,P0015,2025-12-25,4,0,0,0,12.0
L02283,P0030,2025-12-25,5,0,0,0,10.0
L02186,P0145,2025-12-25,1,1,1,0,8.0
L02186,P0213,2025-12-25,2,0,0,0,8.0
L02186,P0079,2025-12-25,3,1,0,0,15.0
L02186,P0018,2025-12-25,4,1,1,0,15.0
L02186,P0031,2025-12-25,5,0,0,0,10.0
L02158,P0023,2025-12-25,1,1,0,0,10.0
L02158,P0169,2025-12-25,2,1,1,0,15.0
L02158,P0017,2025-12-25,3,0,0,0,12.0
L02158,P0053,2025-12-25,4,1,1,0,12.0
L02158,P0087,2025-12-25,5,0,0,0,12.0
L01615,P0068,2025-12-25,1,0,0,0,12.0
L01615,P0000,2025-12-25,2,1,0,0,10.0
L01615,P0148,2025-12-25,3,1,1,1,12.0
L01615,P0062,2025-12-25,4,0,0,0,12.0
L01615,P0114,2025-12-25,5,1,1,0,15.0
L02837,P0058,2025-12-25,1,0,0,0,15.0
L02837,P0019,2025-12-25,2,0,0,0,15.0
L02837,P0100,2025-12-25,3,0,0,0,15.0
L02837,P0120,2025-12-25,4,0,0,0,12.0
L02837,P0061,2025-12-25,5,0,0,0,8.0
L01966,P0020,2025-12-25,1,0,0,0,15.0
L01966,P0041,2025-12-25,2,0,0,0,8.0
L01966,P0066,2025-12-25,3,0,0,0,10.0
L01966,P0014,2025-12-25,4,0,0,0,10.0
L01966,P0056,2025-12-25,5,0,0,0,12.0
L02620,P0138,2025-12-25,1,1,1,1,8.0
L02620,P0124,2025-12-25,2,0,0,0,15.0
L02620,P0090,2025-12-25,3,0,0,0,15.0
L02620,P0093,2025-12-25,4,0,0,0,12.0
L02620,P0108,2025-12-25,5,0,0,0,10.0
L00932,P0003,2025-12-25,1,0,0,0,12.0
L00932,P0215,2025-12-25,2,1,1,0,10.0
L00932,P0123,2025-12-25,3,1,1,0,12.0
L00932,P0083,2025-12-25,4,0,0,0,10.0
L00932,P0005,2025-12-25,5,0,0,0,8.0
L02618,P0158,2025-12-25,1,1,1,1,12.0
L02618,P0041,2025-12-25,2,1,0,0,8.0
L02618,P0111,2025-12-25,3,1,1,1,12.0
L02618,P0094,2025-12-25,4,1,1,0,12.0
L02618,P0020,2025-12-25,5,1,1,1,15.0
L01878,P0033,2025-12-25,1,1,1,0,12.0
L01878,P0200,2025-12-25,2,1,1,0,12.0
L01878,P0077,2025-12-25,3,1,1,1,15.0
L01878,P0071,2025-12-25,4,0,0,0,10.0
L01878,P0187,2025-12-25,5,0,0,0,10.0
L01932,P0147,2025-12-25,1,1,1,0,12.0
L01932,P0044,2025-12-25,2,0,0,0,12.0
L01932,P0208,2025-12-25,3,0,0,0,8.0
L01932,P0178,2025-12-25,4,1,1,0,8.0
L01932,P0020,2025-12-25,5,1,1,0,15.0
L00986,P0023,2025-12-25,1,0,0,0,10.0
L00986,P0004,2025-12-25,2,1,1,0,10.0
L00986,P0053,2025-12-25,3,1,0,0,8.0
L00986,P0054,2025-12-25,4,0,0,0,10.0
L00986,P0011,2025-12-25,5,0,0,0,15.0
L01974,P0137,2025-12-26,1,1,1,1,8.0
L01974,P0213,2025-12-26,2,1,1,1,15.0
L01974,P0046,2025-12-26,3,0,0,0,12.0
L01974,P0118,2025-12-26,4,0,0,0,15.0
L01974,P0035,2025-12-26,5,0,0,0,15.0
L00166,P0020,2025-12-26,1,1,1,0,8.0
L00166,P0054,2025-12-26,2,0,0,0,10.0
L00166,P0011,2025-12-26,3,1,0,0,15.0
L00166,P0053,2025-12-26,4,1,1,0,8.0
L00166,P0004,2025-12-26,5,1,1,0,12.0
L00232,P0116,2025-12-26,1,1,1,0,10.0
L00232,P0208,2025-12-26,2,1,0,0,12.0
L00232,P0023,2025-12-26,3,0,0,0,12.0
L00232,P0053,2025-12-26,4,1,1,0,12.0
L00232,P0004,2025-12-26,5,0,0,0,8.0
L00079,P0030,2025-12-26,1,1,0,0,10.0
L00079,P0129,2025-12-26,2,0,0,0,10.0
L00079,P0119,2025-12-26,3,1,1,0,12.0
L00079,P0187,2025-12-26,4,1,1,0,15.0
L00079,P0037,2025-12-26,5,1,0,0,12.0
L02034,P0181,2025-12-26,1,1,1,0,8.0
L02034,P0175,2025-12-26,2,0,0,0,12.0
L02034,P0029,2025-12-26,3,0,0,0,8.0
L02034,P0070,2025-12-26,4,0,0,0,8.0
L02034,P0106,2025-12-26,5,0,0,0,12.0
L02771,P0215,2025-12-26,1,1,1,0,8.0
L02771,P0026,2025-12-26,2,0,0,0,8.0
L02771,P0003,2025-12-26,3,0,0,0,15.0
L02771,P0005,2025-12-26,4,0,0,0,10.0
L02771,P0124,2025-12-26,5,0,0,0,10.0
L01219,P0134,2025-12-26,1,0,0,0,10.0
L01219,P0045,2025-12-26,2,1,1,1,10.0
L01219,P0122,2025-12-26,3,1,1,0,15.0
L01219,P0016,2025-12-26,4,1,1,0,15.0
L01219,P0089,2025-12-26,5,1,0,0,15.0
L01182,P0157,2025-12-26,1,0,0,0,15.0
L01182,P0115,2025-12-26,2,0,0,0,12.0
L01182,P0210,2025-12-26,3,1,1,0,15.0
L01182,P0076,2025-12-26,4,0,0,0,15.0
L01182,P0020,2025-12-26,5,0,0,0,10.0
L00019,P0012,2025-12-26,1,1,1,0,15.0
L00019,P0113,2025-12-26,2,1,1,1,8.0
L00019,P0107,2025-12-26,3,0,0,0,10.0
L00019,P0072,2025-12-26,4,0,0,0,10.0
L00019,P0027,2025-12-26,5,0,0,0,12.0
L02736,P0033,2025-12-26,1,0,0,0,8.0
L02736,P0071,2025-12-26,2,1,0,0,8.0
L02736,P0187,2025-12-26,3,1,1,1,15.0
L02736,P0077,2025-12-26,4,0,0,0,12.0
L02736,P0200,2025-12-26,5,1,1,0,12.0
L02376,P0084,2025-12-26,1,1,1,1,10.0
L02376,P0155,2025-12-26,2,0,0,0,10.0
L02376,P0091,2025-12-26,3,0,0,0,8.0
L02376,P0037,2025-12-26,4,0,0,0,15.0
L02376,P0069,2025-12-26,5,0,0,0,10.0
L01692,P0105,2025-12-26,1,0,0,0,12.0
L01692,P0104,2025-12-26,2,1,0,0,12.0
L01692,P0019,2025-12-26,3,1,0,0,8.0
L01692,P0100,2025-12-26,4,1,1,0,15.0
L01692,P0120,2025-12-26,5,0,0,0,12.0
L00159,P0066,2025-12-26,1,1,1,0,10.0
L00159,P0085,2025-12-26,2,1,1,1,8.0
L00159,P0052,2025-12-26,3,1,1,1,10.0
L00159,P0212,2025-12-26,4,0,0,0,15.0
L00159,P0096,2025-12-26,5,1,0,0,15.0
L02111,P0158,2025-12-26,1,0,0,0,8.0
L02111,P0041,2025-12-26,2,1,1,0,15.0
L02111,P0115,2025-12-26,3,0,0,0,12.0
L02111,P0063,2025-12-26,4,0,0,0,10.0
L02111,P0056,2025-12-26,5,1,1,0,8.0
L02518,P0121,2025-12-26,1,0,0,0,12.0
L02518,P0132,2025-12-26,2,0,0,0,15.0
L02518,P0217,2025-12-26,3,1,1,0,15.0
L02518,P0162,2025-12-26,4,0,0,0,12.0
L02518,P0190,2025-12-26,5,0,0,0,15.0
L02594,P0118,2025-12-26,1,1,1,0,10.0
L02594,P0202,2025-12-26,2,0,0,0,12.0
L02594,P0046,2025-12-26,3,0,0,0,10.0
L02594,P0130,2025-12-26,4,0,0,0,15.0
L02594,P0137,2025-12-26,5,0,0,0,15.0
L00325,P0037,2025-12-26,1,1,1,0,10.0
L00325,P0059,2025-12-26,2,1,1,0,8.0
L00325,P0091,2025-12-26,3,1,1,1,8.0
L00325,P0057,2025-12-26,4,0,0,0,15.0
L00325,P0129,2025-12-26,5,0,0,0,10.0
L01570,P0091,2025-12-26,1,0,0,0,10.0
L01570,P0059,2025-12-26,2,1,1,0,15.0
L01570,P0129,2025-12-26,3,1,1,0,15.0
L01570,P0030,2025-12-26,4,0,0,0,10.0
L01570,P0057,2025-12-26,5,0,0,0,12.0
L01429,P0095,2025-12-26,1,1,1,1,12.0
L01429,P0145,2025-12-26,2,1,1,1,8.0
L01429,P0137,2025-12-26,3,1,0,0,8.0
L01429,P0046,2025-12-26,4,0,0,0,15.0
L01429,P0035,2025-12-26,5,1,0,0,8.0
L00146,P0203,2025-12-26,1,0,0,0,12.0
L00146,P0037,2025-12-26,2,1,0,0,15.0
L00146,P0091,2025-12-26,3,0,0,0,15.0
L00146,P0129,2025-12-26,4,1,1,0,10.0
L00146,P0119,2025-12-26,5,0,0,0,15.0
L00157,P0105,2025-12-26,1,0,0,0,12.0
L00157,P0074,2025-12-26,2,1,1,0,15.0
L00157,P0100,2025-12-26,3,1,1,1,12.0
L00157,P0120,2025-12-26,4,0,0,0,10.0
L00157,P0061,2025-12-26,5,1,1,0,8.0
L01149,P0071,2025-12-26,1,1,1,1,10.0
L01149,P0206,2025-12-26,2,1,1,1,15.0
L01149,P0174,2025-12-26,3,1,1,0,8.0
L01149,P0033,2025-12-26,4,0,0,0,8.0
L01149,P0198,2025-12-26,5,0,0,0,10.0
L00436,P0131,2025-12-26,1,0,0,0,10.0
L00436,P0008,2025-12-26,2,0,0,0,8.0
L00436,P0111,2025-12-26,3,1,1,0,15.0
L00436,P0193,2025-12-26,4,0,0,0,10.0
L00436,P0158,2025-12-26,5,0,0,0,15.0
L00524,P0062,2025-12-26,1,0,0,0,12.0
L00524,P0181,2025-12-26,2,1,0,0,8.0
L00524,P0029,2025-12-26,3,1,1,0,8.0
L00524,P0070,2025-12-26,4,1,1,0,12.0
L00524,P0175,2025-12-26,5,0,0,0,15.0
L00425,P0140,2025-12-26,1,1,0,0,15.0
L00425,P0094,2025-12-26,2,1,1,0,12.0
L00425,P0131,2025-12-26,3,1,1,0,10.0
L00425,P0036,2025-12-26,4,0,0,0,8.0
L00425,P0158,2025-12-26,5,0,0,0,10.0
L01442,P0062,2025-12-27,1,0,0,0,10.0
L01442,P0000,2025-12-27,2,1,0,0,15.0
L01442,P0181,2025-12-27,3,0,0,0,8.0
L01442,P0153,2025-12-27,4,1,1,0,15.0
L01442,P0068,2025-12-27,5,0,0,0,15.0
L02192,P0037,2025-12-27,1,1,0,0,10.0
L02192,P0156,2025-12-27,2,0,0,0,12.0
L02192,P0129,2025-12-27,3,1,1,0,8.0
L02192,P0030,2025-12-27,4,0,0,0,8.0
L02192,P0119,2025-12-27,5,0,0,0,10.0
L02871,P0174,2025-12-27,1,1,1,1,10.0
L02871,P0200,2025-12-27,2,1,1,0,12.0
L02871,P0072,2025-12-27,3,0,0,0,15.0
L02871,P0198,2025-12-27,4,1,0,0,12.0
L02871,P0033,2025-12-27,5,1,1,0,15.0
L01787,P0171,2025-12-27,1,1,1,0,10.0
L01787,P0197,2025-12-27,2,0,0,0,8.0
L01787,P0201,2025-12-27,3,0,0,0,10.0
L01787,P0019,2025-12-27,4,0,0,0,12.0
L01787,P0104,2025-12-27,5,0,0,0,8.0
L00335,P0032,2025-12-27,1,1,1,0,10.0
L00335,P0186,2025-12-27,2,1,1,1,12.0
L00335,P0138,2025-12-27,3,0,0,0,12.0
L00335,P0194,2025-12-27,4,0,0,0,10.0
L00335,P0004,2025-12-27,5,1,1,0,12.0
L02354,P0084,2025-12-27,1,1,0,0,12.0
L02354,P0059,2025-12-27,2,1,1,0,15.0
L02354,P0203,2025-12-27,3,0,0,0,8.0
L02354,P0129,2025-12-27,4,0,0,0,10.0
L02354,P0030,2025-12-27,5,0,0,0,10.0
L02668,P0213,2025-12-27,1,0,0,0,8.0
L02668,P0145,2025-12-27,2,1,1,0,15.0
L02668,P0118,2025-12-27,3,0,0,0,12.0
L02668,P0035,2025-12-27,4,0,0,0,10.0
L02668,P0202,2025-12-27,5,0,0,0,12.0
L01413,P0190,2025-12-27,1,0,0,0,10.0
L01413,P0013,2025-12-27,2,1,1,1,10.0
L01413,P0121,2025-12-27,3,0,0,0,8.0
L01413,P0162,2025-12-27,4,0,0,0,12.0
L01413,P0132,2025-12-27,5,0,0,0,12.0
L00527,P0131,2025-12-27,1,1,1,1,15.0
L00527,P0008,2025-12-27,2,0,0,0,15.0
L00527,P0002,2025-12-27,3,0,0,0,10.0
L00527,P0111,2025-12-27,4,1,1,1,8.0
L00527,P0094,2025-12-27,5,1,1,1,15.0
L02338,P0042,2025-12-27,1,1,1,0,10.0
L02338,P0019,2025-12-27,2,0,0,0,15.0
L02338,P0114,2025-12-27,3,0,0,0,12.0
L02338,P0058,2025-12-27,4,0,0,0,8.0
L02338,P0143,2025-12-27,5,0,0,0,8.0
L01560,P0205,2025-12-27,1,1,1,0,12.0
L01560,P0081,2025-12-27,2,1,1,0,12.0
L01560,P0086,2025-12-27,3,1,1,0,12.0
L01560,P0056,2025-12-27,4,1,0,0,10.0
L01560,P0044,2025-12-27,5,0,0,0,15.0
L01349,P0219,2025-12-27,1,1,1,1,8.0
L01349,P0207,2025-12-27,2,0,0,0,10.0
L01349,P0195,2025-12-27,3,0,0,0,15.0
L01349,P0047,2025-12-27,4,0,0,0,8.0
L01349,P0209,2025-12-27,5,0,0,0,10.0
L01796,P0006,2025-12-27,1,1,1,0,8.0
L01796,P0114,2025-12-27,2,1,1,1,10.0
L01796,P0148,2025-12-27,3,1,1,0,8.0
L01796,P0143,2025-12-27,4,0,0,0,8.0
L01796,P0007,2025-12-27,5,0,0,0,8.0
L00592,P0117,2025-12-27,1,1,1,0,15.0
L00592,P0126,2025-12-27,2,1,0,0,12.0
L00592,P0188,2025-12-27,3,0,0,0,15.0
L00592,P0112,2025-12-27,4,1,1,1,15.0
L00592,P0033,2025-12-27,5,0,0,0,8.0
L01290,P0200,2025-12-27,1,1,1,1,8.0
L01290,P0077,2025-12-27,2,1,1,0,12.0
L01290,P0033,2025-12-27,3,0,0,0,8.0
L01290,P0198,2025-12-27,4,0,0,0,10.0
L01290,P0072,2025-12-27,5,0,0,0,12.0
L00899,P0138,2025-12-27,1,0,0,0,12.0
L00899,P0100,2025-12-27,2,0,0,0,10.0
L00899,P0032,2025-12-27,3,0,0,0,10.0
L00899,P0120,2025-12-27,4,1,1,1,15.0
L00899,P0061,2025-12-27,5,1,1,1,12.0
L00815,P0214,2025-12-27,1,1,1,0,10.0
L00815,P0019,2025-12-27,2,0,0,0,8.0
L00815,P0173,2025-12-27,3,0,0,0,12.0
L00815,P0104,2025-12-27,4,0,0,0,10.0
L00815,P0175,2025-12-27,5,1,1,0,8.0
L01685,P0074,2025-12-27,1,1,1,1,15.0
L01685,P0173,2025-12-27,2,1,1,0,10.0
L01685,P0049,2025-12-27,3,1,1,0,15.0
L01685,P0031,2025-12-27,4,1,1,0,15.0
L01685,P0104,2025-12-27,5,0,0,0,12.0
L00304,P0145,2025-12-27,1,1,1,0,15.0
L00304,P0079,2025-12-27,2,0,0,0,12.0
L00304,P0073,2025-12-27,3,0,0,0,10.0
L00304,P0035,2025-12-27,4,0,0,0,12.0
L00304,P0172,2025-12-27,5,0,0,0,10.0
L02754,P0019,2025-12-27,1,1,1,0,12.0
L02754,P0074,2025-12-27,2,1,1,0,8.0
L02754,P0058,2025-12-27,3,1,1,1,8.0
L02754,P0104,2025-12-27,4,0,0,0,8.0
L02754,P0031,2025-12-27,5,0,0,0,15.0
L00155,P0142,2025-12-27,1,0,0,0,8.0
L00155,P0177,2025-12-27,2,0,0,0,10.0
L00155,P0101,2025-12-27,3,0,0,0,15.0
L00155,P0176,2025-12-27,4,0,0,0,12.0
L00155,P0146,2025-12-27,5,1,0,0,8.0
L01839,P0070,2025-12-27,1,1,1,0,10.0
L01839,P0106,2025-12-27,2,1,1,0,15.0
L01839,P0173,2025-12-27,3,0,0,0,15.0
L01839,P0181,2025-12-27,4,0,0,0,12.0
L01839,P0043,2025-12-27,5,1,1,0,15.0
L02965,P0062,2025-12-27,1,0,0,0,15.0
L02965,P0181,2025-12-27,2,1,1,0,15.0
L02965,P0153,2025-12-27,3,1,0,0,8.0
L02965,P0029,2025-12-27,4,1,1,1,12.0
L02965,P0068,2025-12-27,5,0,0,0,15.0
L02239,P0029,2025-12-27,1,1,1,1,12.0
L02239,P0153,2025-12-27,2,1,1,1,10.0
L02239,P0189,2025-12-27,3,1,0,0,10.0
L02239,P0181,2025-12-27,4,1,1,1,8.0
L02239,P0000,2025-12-27,5,0,0,0,10.0
L02431,P0168,2025-12-27,1,1,0,0,8.0
L02431,P0118,2025-12-27,2,1,1,0,10.0
L02431,P0046,2025-12-27,3,0,0,0,10.0
L02431,P0095,2025-12-27,4,0,0,0,10.0
L02431,P0137,2025-12-27,5,1,1,0,12.0
L00001,P0019,2025-12-27,1,1,1,0,15.0
L00001,P0058,2025-12-27,2,1,1,0,12.0
L00001,P0074,2025-12-27,3,0,0,0,15.0
L00001,P0110,2025-12-27,4,0,0,0,12.0
L00001,P0104,2025-12-27,5,0,0,0,12.0
L00451,P0215,2025-12-27,1,1,1,1,12.0
L00451,P0026,2025-12-27,2,1,1,0,8.0
L00451,P0001,2025-12-27,3,1,1,0,10.0
L00451,P0183,2025-12-27,4,0,0,0,8.0
L00451,P0083,2025-12-27,5,1,0,0,15.0
L00797,P0202,2025-12-28,1,1,1,0,8.0
L00797,P0064,2025-12-28,2,1,1,0,12.0
L00797,P0035,2025-12-28,3,1,1,0,12.0
L00797,P0130,2025-12-28,4,1,1,1,8.0
L00797,P0137,2025-12-28,5,1,1,0,15.0
L00686,P0130,2025-12-28,1,1,1,0,10.0
L00686,P0145,2025-12-28,2,1,1,0,15.0
L00686,P0095,2025-12-28,3,1,1,0,10.0
L00686,P0118,2025-12-28,4,1,1,0,10.0
L00686,P0168,2025-12-28,5,0,0,0,12.0
L02202,P0131,2025-12-28,1,0,0,0,12.0
L02202,P0167,2025-12-28,2,1,1,1,8.0
L02202,P0036,2025-12-28,3,1,0,0,12.0
L02202,P0111,2025-12-28,4,1,1,0,12.0
L02202,P0193,2025-12-28,5,1,1,0,12.0
L00545,P0000,2025-12-28,1,1,1,0,8.0
L00545,P0062,2025-12-28,2,0,0,0,12.0
L00545,P0181,2025-12-28,3,0,0,0,10.0
L00545,P0068,2025-12-28,4,0,0,0,12.0
L00545,P0029,2025-12-28,5,0,0,0,15.0
L01543,P0219,2025-12-28,1,1,1,0,10.0
L01543,P0209,2025-12-28,2,0,0,0,8.0
L01543,P0047,2025-12-28,3,0,0,0,10.0
L01543,P0195,2025-12-28,4,0,0,0,10.0
L01543,P0112,2025-12-28,5,1,1,0,10.0
L00130,P0037,2025-12-28,1,0,0,0,8.0
L00130,P0024,2025-12-28,2,0,0,0,8.0
L00130,P0084,2025-12-28,3,1,1,0,8.0
L00130,P0155,2025-12-28,4,1,1,0,15.0
L00130,P0030,2025-12-28,5,0,0,0,15.0
L02258,P0043,2025-12-28,1,0,0,0,12.0
L02258,P0197,2025-12-28,2,1,0,0,12.0
L02258,P0171,2025-12-28,3,1,0,0,12.0
L02258,P0173,2025-12-28,4,0,0,0,15.0
L02258,P0019,2025-12-28,5,1,1,1,12.0
L01798,P0128,2025-12-28,1,1,1,1,10.0
L01798,P0196,2025-12-28,2,1,1,1,15.0
L01798,P0103,2025-12-28,3,1,0,0,15.0
L01798,P0056,2025-12-28,4,0,0,0,15.0
L01798,P0116,2025-12-28,5,1,1,1,8.0
L02607,P0089,2025-12-28,1,1,0,0,10.0
L02607,P0206,2025-12-28,2,0,0,0,15.0
L02607,P0077,2025-12-28,3,1,0,0,10.0
L02607,P0187,2025-12-28,4,1,0,0,10.0
L02607,P0071,2025-12-28,5,0,0,0,8.0
L00067,P0215,2025-12-28,1,1,1,1,12.0
L00067,P0026,2025-12-28,2,1,0,0,12.0
L00067,P0003,2025-12-28,3,1,1,0,10.0
L00067,P0119,2025-12-28,4,1,1,0,8.0
L00067,P0174,2025-12-28,5,1,1,1,8.0
L02903,P0095,2025-12-28,1,1,0,0,15.0
L02903,P0130,2025-12-28,2,1,0,0,10.0
L02903,P0213,2025-12-28,3,0,0,0,10.0
L02903,P0137,2025-12-28,4,0,0,0,15.0
L02903,P0035,2025-12-28,5,1,1,1,8.0
L02948,P0172,2025-12-28,1,0,0,0,10.0
L02948,P0118,2025-12-28,2,0,0,0,10.0
L02948,P0018,2025-12-28,3,1,1,0,12.0
L02948,P0073,2025-12-28,4,1,1,1,15.0
L02948,P0145,2025-12-28,5,1,1,0,12.0
L00206,P0187,2025-12-28,1,1,0,0,15.0
L00206,P0215,2025-12-28,2,0,0,0,10.0
L00206,P0123,2025-12-28,3,0,0,0,12.0
L00206,P0057,2025-12-28,4,0,0,0,12.0
L00206,P0030,2025-12-28,5,1,1,0,15.0
L02394,P0055,2025-12-28,1,1,0,0,8.0
L02394,P0167,2025-12-28,2,0,0,0,8.0
L02394,P0051,2025-12-28,3,1,1,0,10.0
L02394,P0092,2025-12-28,4,0,0,0,8.0
L02394,P0150,2025-12-28,5,0,0,0,15.0
L00171,P0179,2025-12-28,1,1,1,1,12.0
L00171,P0210,2025-12-28,2,1,1,1,8.0
L00171,P0125,2025-12-28,3,1,1,0,8.0
L00171,P0011,2025-12-28,4,0,0,0,15.0
L00171,P0022,2025-12-28,5,1,1,1,10.0
L02537,P0031,2025-12-28,1,1,1,0,15.0
L02537,P0110,2025-12-28,2,0,0,0,15.0
L02537,P0019,2025-12-28,3,0,0,0,15.0
L02537,P0018,2025-12-28,4,0,0,0,10.0
L02537,P0058,2025-12-28,5,0,0,0,10.0
L02174,P0201,2025-12-28,1,1,1,0,12.0
L02174,P0058,2025-12-28,2,1,1,1,8.0
L02174,P0173,2025-12-28,3,0,0,0,12.0
L02174,P0104,2025-12-28,4,0,0,0,12.0
L02174,P0175,2025-12-28,5,1,1,0,12.0
L00752,P0206,2025-12-28,1,1,1,1,8.0
L00752,P0077,2025-12-28,2,1,1,0,10.0
L00752,P0198,2025-12-28,3,1,0,0,12.0
L00752,P0033,2025-12-28,4,0,0,0,10.0
L00752,P0072,2025-12-28,5,1,0,0,15.0
L01109,P0082,2025-12-28,1,0,0,0,12.0
L01109,P0136,2025-12-28,2,1,1,1,10.0
L01109,P0004,2025-12-28,3,0,0,0,15.0
L01109,P0086,2025-12-28,4,1,1,0,12.0
L01109,P0138,2025-12-28,5,1,0,0,12.0
L01020,P0011,2025-12-28,1,0,0,0,10.0
L01020,P0169,2025-12-28,2,0,0,0,10.0
L01020,P0020,2025-12-28,3,1,1,0,15.0
L01020,P0053,2025-12-28,4,0,0,0,12.0
L01020,P0076,2025-12-28,5,0,0,0,12.0
L00326,P0120,2025-12-28,1,1,1,0,15.0
L00326,P0124,2025-12-28,2,0,0,0,10.0
L00326,P0050,2025-12-28,3,0,0,0,10.0
L00326,P0186,2025-12-28,4,0,0,0,10.0
L00326,P0194,2025-12-28,5,0,0,0,15.0
L02549,P0155,2025-12-28,1,1,1,1,12.0
L02549,P0084,2025-12-28,2,0,0,0,12.0
L02549,P0069,2025-12-28,3,1,1,0,15.0
L02549,P0015,2025-12-28,4,0,0,0,15.0
L02549,P0037,2025-12-28,5,0,0,0,12.0
L00101,P0106,2025-12-28,1,1,1,0,10.0
L00101,P0070,2025-12-28,2,0,0,0,10.0
L00101,P0029,2025-12-28,3,1,1,1,10.0
L00101,P0173,2025-12-28,4,1,0,0,12.0
L00101,P0062,2025-12-28,5,1,0,0,10.0
L01050,P0183,2025-12-28,1,1,0,0,12.0
L01050,P0192,2025-12-28,2,0,0,0,15.0
L01050,P0124,2025-12-28,3,1,1,0,15.0
L01050,P0138,2025-12-28,4,0,0,0,12.0
L01050,P0196,2025-12-28,5,0,0,0,15.0
L00254,P0104,2025-12-28,1,1,0,0,8.0
L00254,P0074,2025-12-28,2,1,1,0,10.0
L00254,P0100,2025-12-28,3,0,0,0,15.0
L00254,P0120,2025-12-28,4,0,0,0,15.0
L00254,P0061,2025-12-28,5,0,0,0,15.0
L02302,P0111,2025-12-29,1,0,0,0,8.0
L02302,P0140,2025-12-29,2,0,0,0,8.0
L02302,P0002,2025-12-29,3,0,0,0,15.0
L02302,P0193,2025-12-29,4,0,0,0,8.0
L02302,P0041,2025-12-29,5,0,0,0,8.0
L00999,P0104,2025-12-29,1,0,0,0,15.0
L00999,P0105,2025-12-29,2,0,0,0,10.0
L00999,P0173,2025-12-29,3,0,0,0,10.0
L00999,P0058,2025-12-29,4,0,0,0,8.0
L00999,P0100,2025-12-29,5,0,0,0,10.0
L02090,P0206,2025-12-29,1,1,1,1,8.0
L02090,P0071,2025-12-29,2,0,0,0,12.0
L02090,P0077,2025-12-29,3,0,0,0,15.0
L02090,P0198,2025-12-29,4,0,0,0,8.0
L02090,P0033,2025-12-29,5,1,1,0,12.0
L02937,P0124,2025-12-29,1,0,0,0,10.0
L02937,P0050,2025-12-29,2,1,1,1,8.0
L02937,P0120,2025-12-29,3,0,0,0,8.0
L02937,P0025,2025-12-29,4,0,0,0,8.0
L02937,P0032,2025-12-29,5,0,0,0,12.0
L02793,P0142,2025-12-29,1,1,0,0,15.0
L02793,P0101,2025-12-29,2,0,0,0,8.0
L02793,P0146,2025-12-29,3,0,0,0,12.0
L02793,P0088,2025-12-29,4,0,0,0,8.0
L02793,P0051,2025-12-29,5,0,0,0,8.0
L00344,P0195,2025-12-29,1,1,1,0,15.0
L00344,P0188,2025-12-29,2,1,1,0,12.0
L00344,P0126,2025-12-29,3,1,1,0,8.0
L00344,P0040,2025-12-29,4,0,0,0,10.0
L00344,P0016,2025-12-29,5,0,0,0,8.0
L01843,P0215,2025-12-29,1,0,0,0,8.0
L01843,P0183,2025-12-29,2,1,1,0,8.0
L01843,P0083,2025-12-29,3,1,1,0,15.0
