lead_id,created_at,zone,job_type,weekday_day,weekday_eve,weekend,budget_max,urgency,hours_wanted,pref_gender,language,is_returning,source
L02749,2025-12-20,Z15,install,0,1,0,37.0,emergency,20,any,en,0,paid_search
L00354,2025-12-20,Z17,repair,0,1,0,31.0,deadline,40,F,en,0,organic
L01529,2025-12-20,Z27,repair,0,0,0,32.0,deadline,20,any,en,0,organic
L02436,2025-12-20,Z20,install,0,1,0,40.0,deadline,10,F,en,0,paid_search
L02256,2025-12-20,Z03,repair,1,1,1,,none,20,any,en,1,organic
L00002,2025-12-20,Z16,repair,1,0,1,40.0,none,20,any,en,0,paid_search
L01385,2025-12-20,Z17,repair,1,0,0,,none,20,any,ro,0,organic
L02440,2025-12-20,Z03,repair,0,0,0,42.0,none,10,any,en,0,referral
L01800,2025-12-21,Z22,repair,1,0,1,32.0,none,20,any,ur,0,referral
L01481,2025-12-21,Z02,install,1,0,0,47.0,none,20,F,en,0,organic
L01963,2025-12-21,Z30,repair,1,1,1,42.0,emergency,10,any,en,1,organic
L02691,2025-12-21,Z29,repair,1,1,0,37.0,none,20,any,pl,0,paid_search
L01456,2025-12-21,Z12,repair,0,1,0,43.0,none,20,any,tr,0,referral
L02188,2025-12-21,Z19,install,0,0,1,46.0,none,30,any,en,0,paid_search
L01600,2025-12-21,Z22,repair,0,0,1,34.0,none,10,any,ur,0,paid_search
L02325,2025-12-21,Z09,repair,1,0,1,33.0,deadline,30,any,en,0,organic
L00934,2025-12-21,Z11,repair,1,0,1,,none,10,any,tr,1,organic
L01350,2025-12-21,Z01,repair,1,0,0,42.0,deadline,40,any,en,0,organic
L01175,2025-12-21,Z08,install,0,1,1,41.0,emergency,20,any,ro,0,organic
L00772,2025-12-21,Z14,install,0,0,1,38.0,none,10,any,en,0,organic
L00217,2025-12-21,Z02,repair,0,1,1,31.0,deadline,30,any,tr,0,paid_search
L01331,2025-12-21,Z19,repair,1,1,0,37.0,deadline,30,any,en,0,paid_search
L00576,2025-12-21,UNKNOWN,install,0,1,0,41.0,none,10,any,en,0,paid_search
L01216,2025-12-21,Z16,repair,0,0,1,37.0,none,20,any,en,0,paid_search
L01563,2025-12-21,Z13,repair,0,1,1,32.0,none,10,any,ro,0,organic
L01715,2025-12-21,Z22,install,1,0,1,38.0,deadline,20,any,ur,0,paid_search
L01194,2025-12-21,Z20,install,0,1,1,43.0,none,20,any,ur,0,referral
L02002,2025-12-21,Z14,repair,1,0,1,32.0,deadline,20,any,pl,0,paid_search
L00039,2025-12-21,Z19,repair,1,0,1,50.0,none,20,F,en,0,referral
L02224,2025-12-21,Z17,install,1,1,0,46.0,none,10,F,en,0,paid_search
L00871,2025-12-21,UNKNOWN,repair,0,1,0,39.0,none,20,any,en,0,organic
L00667,2025-12-21,Z30,install,1,1,1,26.0,none,20,any,ur,0,organic
L02594,2025-12-21,Z06,repair,1,1,1,42.0,deadline,20,F,en,0,paid_search
L01134,2025-12-21,Z29,install,0,1,0,44.0,none,10,F,ur,0,paid_search
L01661,2025-12-22,Z10,repair,0,1,1,50.0,none,20,any,en,0,paid_search
L00701,2025-12-22,Z07,install,1,0,1,31.0,deadline,20,any,tr,0,paid_search
L02775,2025-12-22,Z27,repair,0,1,0,47.0,deadline,10,any,en,0,referral
L02279,2025-12-22,Z05,install,1,1,0,34.0,deadline,10,F,en,0,referral
L01870,2025-12-22,Z21,repair,0,0,1,36.0,none,20,F,tr,0,organic
L01352,2025-12-22,Z23,install,1,0,0,36.0,none,10,any,pl,0,organic
L01609,2025-12-22,Z26,install,1,1,0,32.0,deadline,30,any,en,0,paid_search
L00469,2025-12-22,Z23,repair,1,0,0,40.0,none,10,any,en,1,paid_search
L01423,2025-12-22,Z14,install,0,1,0,33.0,deadline,20,any,tr,0,paid_search
L01933,2025-12-22,Z22,repair,0,1,0,32.0,deadline,40,any,ro,0,paid_search
L00248,2025-12-22,Z13,install,0,1,0,34.0,none,40,any,en,0,paid_search
L00550,2025-12-22,Z18,repair,0,0,0,42.0,emergency,20,any,en,0,paid_search
L02204,2025-12-22,Z15,install,0,1,1,29.0,none,30,any,tr,0,paid_search
L01450,2025-12-22,Z28,repair,0,0,1,42.0,deadline,20,any,pl,1,paid_search
L01070,2025-12-22,Z02,repair,0,0,0,44.0,deadline,10,any,pl,0,paid_search
L01539,2025-12-22,Z18,repair,0,1,1,40.0,emergency,10,any,ro,0,referral
L01492,2025-12-22,Z06,install,0,1,0,33.0,none,20,any,tr,0,paid_search
L02843,2025-12-22,Z12,repair,1,0,1,48.0,deadline,30,any,tr,0,paid_search
L02042,2025-12-22,Z11,repair,0,1,1,35.0,none,20,F,en,0,paid_search
L02426,2025-12-22,Z16,install,1,1,0,39.0,none,10,any,en,0,organic
L01182,2025-12-22,Z27,repair,0,1,1,36.0,deadline,10,any,en,0,paid_search
L02368,2025-12-22,Z17,repair,1,1,1,38.0,deadline,10,any,tr,0,organic
L02071,2025-12-22,Z23,repair,0,1,1,,emergency,20,any,en,0,paid_search
L01470,2025-12-23,Z15,repair,0,1,0,43.0,emergency,20,F,en,0,referral
L01710,2025-12-23,Z15,install,0,1,1,38.0,none,20,any,tr,0,organic
L01680,2025-12-23,Z17,install,0,1,1,44.0,emergency,10,any,pl,0,paid_search
L02134,2025-12-23,Z14,repair,1,0,1,41.0,none,20,any,ur,1,organic
L01630,2025-12-23,Z15,install,1,0,1,47.0,emergency,10,F,pl,0,organic
L02610,2025-12-23,Z22,repair,1,1,0,26.0,deadline,10,any,en,0,paid_search
L00363,2025-12-23,Z21,install,1,0,0,29.0,none,30,any,en,0,paid_search
L00058,2025-12-23,Z12,install,0,0,0,45.0,none,20,any,ro,1,organic
L00183,2025-12-23,Z18,repair,1,1,1,39.0,emergency,20,any,en,0,paid_search
L02911,2025-12-23,Z04,install,1,0,0,34.0,deadline,30,any,en,0,organic
L00159,2025-12-23,Z04,install,1,1,0,43.0,none,30,any,en,0,paid_search
L00809,2025-12-23,Z08,install,0,1,0,36.0,none,20,any,en,0,paid_search
L02052,2025-12-23,Z04,install,0,1,0,41.0,deadline,30,F,en,0,paid_search
L02252,2025-12-23,Z06,install,0,1,1,37.0,none,20,any,en,0,organic
L00594,2025-12-23,Z04,install,0,1,0,29.0,none,20,any,en,0,paid_search
L00406,2025-12-23,Z15,repair,1,0,0,41.0,deadline,20,any,en,0,paid_search
L02024,2025-12-23,Z12,repair,1,0,1,47.0,none,10,any,tr,0,paid_search
L02025,2025-12-23,Z30,install,0,1,0,31.0,none,20,any,pl,0,paid_search
L00697,2025-12-23,Z01,install,1,1,0,32.0,deadline,10,any,en,0,paid_search
L01063,2025-12-23,Z30,install,1,1,0,32.0,none,30,F,tr,0,paid_search
L02201,2025-12-23,Z19,repair,1,1,1,30.0,deadline,30,any,en,0,paid_search
L01940,2025-12-23,Z22,repair,1,0,0,38.0,none,30,any,en,0,paid_search
L00368,2025-12-23,Z29,repair,0,1,1,52.0,deadline,30,any,en,0,paid_search
L00720,2025-12-23,Z06,repair,0,1,0,26.0,none,20,any,en,0,organic
L02684,2025-12-23,Z15,install,0,1,0,26.0,emergency,20,any,ro,0,paid_search
L01961,2025-12-23,Z07,install,1,1,1,32.0,none,10,any,en,0,paid_search
L02793,2025-12-23,Z14,install,1,1,0,28.0,deadline,40,any,ur,0,paid_search
L01320,2025-12-23,Z02,install,0,0,0,34.0,emergency,20,any,en,0,paid_search
L00417,2025-12-23,Z25,repair,1,1,0,39.0,none,20,any,en,0,organic
L01786,2025-12-23,Z03,install,0,0,1,39.0,none,10,any,en,0,organic
L02945,2025-12-23,Z16,install,0,0,1,32.0,none,20,any,ro,0,referral
L01224,2025-12-23,Z02,repair,1,1,1,35.0,deadline,20,any,en,0,paid_search
L00726,2025-12-24,Z29,install,1,1,1,46.0,emergency,20,F,ur,0,organic
L00345,2025-12-24,Z11,repair,1,0,0,37.0,none,10,any,en,0,organic
L00007,2025-12-24,Z01,repair,1,1,0,44.0,none,20,any,ur,1,organic
L00108,2025-12-24,Z27,install,1,0,1,,deadline,30,any,ur,0,paid_search
L01954,2025-12-24,Z09,repair,0,0,0,38.0,none,20,any,en,0,organic
L00361,2025-12-24,Z03,repair,0,0,1,42.0,none,10,any,ro,0,paid_search
L00438,2025-12-24,Z03,repair,1,1,0,31.0,none,40,any,en,0,organic
L01467,2025-12-24,Z18,install,0,0,1,33.0,emergency,20,any,en,0,paid_search
L00845,2025-12-24,Z07,repair,0,1,0,37.0,deadline,10,any,en,0,paid_search
L02018,2025-12-24,Z02,install,1,1,1,50.0,none,40,any,en,0,paid_search
L02441,2025-12-24,Z13,repair,1,1,0,32.0,none,20,any,ur,0,paid_search
L01281,2025-12-24,Z30,install,0,1,1,51.0,none,10,F,pl,0,paid_search
L01927,2025-12-24,Z06,repair,0,1,1,33.0,emergency,40,any,tr,0,paid_search
L02987,2025-12-24,Z02,repair,1,1,1,31.0,none,30,any,ro,0,paid_search
L02629,2025-12-24,Z30,install,0,1,1,30.0,none,40,F,ro,0,paid_search
L00715,2025-12-24,Z03,install,1,1,1,43.0,none,30,any,en,0,paid_search
L01904,2025-12-24,Z28,install,0,1,0,30.0,none,30,any,en,0,referral
L02112,2025-12-24,Z13,install,1,1,1,32.0,none,10,any,en,0,paid_search
L00172,2025-12-24,Z12,install,1,1,0,35.0,emergency,20,any,en,0,paid_search
L02304,2025-12-24,Z09,install,1,1,1,36.0,none,20,any,en,0,organic
L00285,2025-12-24,Z17,repair,0,1,1,47.0,none,20,any,pl,0,paid_search
L01444,2025-12-24,Z05,repair,0,0,0,31.0,deadline,40,any,ur,0,organic
L02066,2025-12-24,Z19,install,1,1,0,43.0,none,20,any,tr,0,referral
L00436,2025-12-25,Z08,repair,0,1,0,43.0,emergency,40,any,en,0,referral
L02805,2025-12-25,Z08,install,1,0,1,43.0,emergency,20,any,en,0,paid_search
L02384,2025-12-25,Z13,repair,0,1,0,37.0,deadline,40,any,ro,0,paid_search
L02624,2025-12-25,Z14,repair,1,0,1,39.0,none,10,any,pl,0,organic
L01830,2025-12-25,Z20,install,1,1,0,38.0,none,10,any,pl,0,organic
L00583,2025-12-25,Z13,repair,0,1,1,41.0,none,30,any,ur,0,paid_search
L02391,2025-12-25,Z30,install,0,1,1,45.0,deadline,30,F,tr,0,organic
L01692,2025-12-25,Z03,install,1,1,1,29.0,none,40,any,en,0,organic
L00679,2025-12-25,Z25,repair,0,1,1,38.0,none,20,any,ur,0,paid_search
L02437,2025-12-25,Z21,install,1,0,0,42.0,deadline,10,F,en,0,paid_search
L02589,2025-12-25,Z15,install,1,1,1,33.0,none,20,any,en,0,organic
L01364,2025-12-25,Z23,repair,1,1,1,35.0,none,10,any,en,1,paid_search
L01999,2025-12-25,Z20,repair,0,1,1,33.0,emergency,20,any,ur,1,paid_search
L01996,2025-12-25,Z24,repair,0,1,1,33.0,none,10,any,ur,0,paid_search
L02546,2025-12-25,Z25,repair,0,0,1,29.0,none,20,F,en,0,referral
L00304,2025-12-25,Z02,repair,0,0,0,,none,20,any,ur,1,paid_search
L01616,2025-12-25,Z28,repair,0,0,1,38.0,emergency,20,any,en,0,paid_search
L00766,2025-12-25,Z17,install,1,1,0,43.0,deadline,20,any,en,0,paid_search
L02468,2025-12-25,Z24,install,1,1,0,44.0,deadline,40,any,pl,0,paid_search
L01915,2025-12-25,Z26,repair,1,1,1,41.0,none,10,any,ro,0,paid_search
L01906,2025-12-25,Z04,repair,0,0,1,36.0,none,20,F,en,0,organic
L02918,2025-12-25,Z27,install,1,0,1,40.0,none,10,any,ur,0,paid_search
L00228,2025-12-25,Z29,repair,0,1,0,44.0,none,10,any,en,0,organic
L01890,2025-12-25,Z28,install,0,1,1,44.0,emergency,10,any,tr,0,organic
L02293,2025-12-25,Z18,install,1,1,1,43.0,none,30,any,en,0,paid_search
L02272,2025-12-25,Z09,install,0,1,0,42.0,deadline,30,F,ro,0,paid_search
L00376,2025-12-26,Z09,repair,0,1,1,40.0,emergency,10,any,en,0,paid_search
L01977,2025-12-26,Z19,repair,0,0,1,46.0,none,20,any,tr,0,paid_search
L01044,2025-12-26,Z26,install,0,1,0,43.0,deadline,40,any,en,0,organic
L02359,2025-12-26,Z18,repair,0,0,0,34.0,none,10,F,ur,0,paid_search
L02584,2025-12-26,Z09,repair,0,0,1,43.0,deadline,40,any,en,0,referral
L01580,2025-12-26,Z28,install,1,1,1,34.0,none,30,any,pl,1,paid_search
L02626,2025-12-26,Z19,repair,1,1,0,44.0,deadline,40,any,ur,0,paid_search
L02063,2025-12-26,Z13,repair,1,0,0,36.0,emergency,40,any,en,0,referral
L00943,2025-12-26,Z19,install,1,0,1,47.0,deadline,40,any,en,0,paid_search
L00730,2025-12-26,Z08,repair,0,1,0,,emergency,20,any,en,0,paid_search
L02073,2025-12-26,Z14,repair,0,0,1,34.0,none,20,any,ro,0,paid_search
L01306,2025-12-26,Z12,install,1,0,1,43.0,none,20,any,ro,0,organic
L01714,2025-12-26,Z05,repair,1,1,1,37.0,deadline,30,any,ur,0,paid_search
L01718,2025-12-26,Z09,repair,0,0,0,47.0,deadline,10,any,en,0,paid_search
L02564,2025-12-26,Z27,repair,0,1,1,30.0,none,20,F,en,1,paid_search
L00402,2025-12-26,Z10,install,0,1,1,,none,10,any,en,0,organic
L01723,2025-12-26,Z13,install,1,1,1,32.0,none,40,any,ro,0,paid_search
L02176,2025-12-26,Z24,install,1,1,0,38.0,none,10,any,en,0,paid_search
L02970,2025-12-26,Z24,repair,0,1,1,37.0,none,10,any,ro,0,paid_search
L02616,2025-12-26,Z11,repair,0,1,1,37.0,none,10,F,en,0,referral
L01921,2025-12-26,Z06,install,1,0,1,39.0,none,20,any,ur,0,paid_search
L02753,2025-12-26,Z09,install,1,1,0,41.0,deadline,10,any,ur,0,paid_search
L00229,2025-12-26,Z12,install,0,0,1,47.0,none,10,any,en,0,paid_search
L00661,2025-12-26,Z14,install,1,1,0,35.0,deadline,10,any,en,0,organic
L01867,2025-12-26,Z02,repair,0,1,1,42.0,none,20,F,en,1,paid_search
L02995,2025-12-26,Z26,install,0,0,0,36.0,none,20,F,en,0,organic
L00975,2025-12-26,Z10,repair,1,1,1,43.0,none,30,any,en,0,paid_search
L00147,2025-12-26,Z16,install,0,1,1,31.0,none,20,any,tr,0,paid_search
L00956,2025-12-26,Z15,repair,0,1,1,41.0,none,10,any,ur,0,organic
L00349,2025-12-26,Z03,install,1,1,0,34.0,deadline,20,any,tr,0,organic
L01186,2025-12-26,Z17,repair,0,0,0,34.0,none,30,any,tr,0,paid_search
L00424,2025-12-26,Z30,repair,0,0,1,31.0,none,30,any,ur,1,paid_search
L01792,2025-12-26,Z25,install,0,0,1,46.0,none,20,any,en,0,paid_search
L00057,2025-12-26,Z14,install,0,0,1,45.0,none,10,any,ro,0,paid_search
L02059,2025-12-27,Z22,repair,0,0,1,35.0,none,20,any,en,0,referral
L00735,2025-12-27,Z23,install,0,1,1,37.0,none,20,any,en,0,paid_search
L00696,2025-12-27,Z29,install,0,0,0,50.0,none,20,any,ro,0,organic
L02940,2025-12-27,Z04,repair,0,1,0,33.0,deadline,40,F,en,0,organic
L00926,2025-12-27,Z10,install,1,0,0,40.0,deadline,30,any,en,0,paid_search
L01984,2025-12-27,Z22,install,1,0,0,44.0,none,20,any,tr,0,paid_search
L00922,2025-12-27,Z30,repair,0,1,0,51.0,none,20,any,ur,0,organic
L02153,2025-12-27,Z30,repair,1,1,1,39.0,emergency,20,any,tr,0,organic
L00762,2025-12-27,Z10,install,0,1,1,33.0,none,20,any,tr,0,paid_search
L01004,2025-12-27,Z04,repair,0,1,0,37.0,deadline,30,any,tr,0,paid_search
L00166,2025-12-27,Z12,repair,0,1,1,,deadline,20,any,en,0,organic
L00897,2025-12-27,Z14,install,0,1,1,38.0,deadline,20,any,pl,0,paid_search
L02343,2025-12-27,Z27,install,1,0,0,33.0,none,20,any,en,0,organic
L02974,2025-12-27,Z29,install,0,1,0,50.0,none,10,any,en,1,paid_search
L02609,2025-12-27,Z16,repair,1,1,1,39.0,deadline,10,any,tr,0,paid_search
L01078,2025-12-27,Z12,install,0,0,0,44.0,none,40,any,en,0,paid_search
L01294,2025-12-27,Z19,install,0,0,1,31.0,deadline,10,any,en,0,paid_search
L01120,2025-12-27,Z02,install,0,1,0,34.0,deadline,10,any,en,0,organic
L01543,2025-12-27,UNKNOWN,repair,0,0,1,40.0,deadline,20,any,pl,0,paid_search
L01520,2025-12-27,Z27,repair,1,1,1,54.0,none,20,any,tr,0,paid_search
L01406,2025-12-27,Z24,repair,1,1,1,36.0,none,10,any,en,0,paid_search
L00888,2025-12-28,Z12,repair,1,0,0,39.0,deadline,10,any,ro,0,organic
L01697,2025-12-28,UNKNOWN,install,1,1,1,36.0,none,20,any,en,0,organic
L00759,2025-12-28,Z16,install,1,1,0,30.0,none,10,any,ro,0,referral
L01631,2025-12-28,UNKNOWN,repair,1,0,0,40.0,deadline,20,F,en,0,organic
L00099,2025-12-28,Z21,repair,0,0,0,33.0,deadline,20,any,en,0,paid_search
L00369,2025-12-28,Z25,install,0,0,0,45.0,none,30,any,pl,0,paid_search
L00055,2025-12-28,Z18,repair,0,1,0,35.0,emergency,10,any,ro,0,paid_search
L02380,2025-12-28,Z28,repair,1,1,1,46.0,none,40,any,en,0,organic
L02265,2025-12-28,Z06,install,0,1,1,32.0,none,10,any,pl,0,paid_search
L00382,2025-12-28,Z28,install,1,1,0,27.0,none,20,any,ro,0,organic
L02386,2025-12-28,Z30,install,1,1,1,,none,20,any,en,1,organic
L01626,2025-12-28,Z02,repair,0,1,0,39.0,deadline,20,any,ro,0,paid_search
L02406,2025-12-28,Z24,repair,0,0,0,37.0,deadline,20,any,en,0,organic
L01891,2025-12-28,Z23,repair,0,1,0,29.0,deadline,30,any,en,1,paid_search
L00258,2025-12-28,Z21,install,1,1,1,41.0,deadline,40,any,en,0,referral
L00149,2025-12-28,UNKNOWN,repair,0,0,1,30.0,none,30,any,en,0,paid_search
L01416,2025-12-28,Z24,install,0,1,1,28.0,none,10,any,ur,0,paid_search
L00419,2025-12-28,Z26,install,0,0,0,28.0,emergency,30,any,en,0,organic
L01739,2025-12-28,Z22,install,1,0,1,33.0,none,10,any,pl,0,organic
L01625,2025-12-28,Z27,install,0,1,1,29.0,deadline,40,F,en,1,paid_search
L01578,2025-12-28,Z13,repair,0,1,1,46.0,emergency,20,any,tr,0,paid_search
L02476,2025-12-28,Z05,repair,0,0,1,28.0,none,10,any,ro,0,paid_search
L01098,2025-12-28,Z15,repair,0,0,0,41.0,none,20,any,ur,0,organic
L02949,2025-12-28,Z09,install,1,0,1,32.0,deadline,30,any,en,0,paid_search
L02187,2025-12-29,Z24,install,0,1,0,40.0,deadline,20,any,en,1,paid_search
L01676,2025-12-29,Z26,install,0,1,1,40.0,none,20,any,tr,0,paid_search
L02694,2025-12-29,Z24,repair,0,1,1,41.0,deadline,20,any,tr,0,paid_search
L00460,2025-12-29,Z20,repair,0,1,0,51.0,deadline,40,any,en,0,paid_search
L02301,2025-12-29,Z24,install,0,1,1,34.0,none,20,F,en,0,paid_search
L02298,2025-12-29,Z16,install,0,1,1,42.0,none,40,any,en,0,organic
L00377,2025-12-29,Z30,repair,1,0,1,38.0,deadline,20,any,tr,0,referral
L02932,2025-12-29,Z17,repair,0,1,0,38.0,none,20,any,ro,0,paid_search
L01799,2025-12-29,Z05,repair,1,1,0,30.0,deadline,30,any,pl,0,organic
L01802,2025-12-29,Z16,repair,0,1,0,30.0,none,30,any,ro,0,paid_search
L02653,2025-12-29,Z22,install,0,0,0,41.0,none,10,any,tr,0,referral
L01570,2025-12-29,Z23,install,1,1,0,39.0,deadline,10,any,en,0,organic
L00264,2025-12-29,Z03,repair,0,1,0,32.0,none,10,any,ur,0,organic
L02969,2025-12-29,Z03,repair,0,1,0,44.0,none,20,any,en,0,organic
L01689,2025-12-29,Z28,install,1,1,1,20.0,none,10,any,ro,0,paid_search
L02020,2025-12-29,Z06,repair,0,0,1,33.0,none,30,any,pl,0,paid_search
L02649,2025-12-29,Z09,repair,1,1,1,36.0,none,20,any,en,0,paid_search
L00502,2025-12-29,Z07,repair,1,1,1,29.0,none,40,any,en,0,paid_search
L02730,2025-12-29,Z02,install,0,0,1,52.0,none,20,any,en,0,organic
L01038,2025-12-29,Z03,install,1,0,0,34.0,none,20,any,en,0,organic
L02602,2025-12-29,Z21,install,0,1,0,29.0,none,40,F,en,0,paid_search
L00560,2025-12-29,Z18,install,0,1,1,37.0,none,30,any,en,0,organic
L01736,2025-12-29,Z29,repair,0,0,0,36.0,none,20,any,en,0,paid_search
L01839,2025-12-29,Z22,install,0,1,1,39.0,none,20,any,tr,0,organic
L02514,2025-12-29,Z02,install,1,1,0,37.0,none,10,any,en,0,paid_search
L00859,2025-12-29,Z30,repair,1,1,0,44.0,none,20,any,pl,0,paid_search
L02271,2025-12-29,Z11,repair,0,1,1,41.0,none,30,any,ro,0,paid_search
L02420,2025-12-29,Z16,install,1,1,1,32.0,deadline,30,any,ur,0,referral
L01425,2025-12-30,Z30,repair,1,0,0,44.0,none,20,any,tr,0,paid_search
L01138,2025-12-30,Z28,repair,0,1,1,34.0,emergency,20,any,pl,0,paid_search
L02787,2025-12-30,Z30,install,0,1,0,,emergency,10,any,ro,1,paid_search
L02205,2025-12-30,Z18,repair,1,1,1,34.0,none,30,F,en,1,paid_search
L00371,2025-12-30,Z24,repair,1,0,1,42.0,deadline,10,any,en,0,organic
L02674,2025-12-30,Z29,install,0,1,0,41.0,emergency,20,F,en,0,organic
L02965,2025-12-30,Z14,install,0,0,0,28.0,none,10,any,en,0,paid_search
L02998,2025-12-30,Z20,repair,1,0,1,36.0,none,30,any,en,0,organic
L02136,2025-12-30,Z05,repair,1,0,0,50.0,none,10,any,en,0,paid_search
L00056,2025-12-30,Z14,install,0,1,0,32.0,none,20,any,en,0,paid_search
L01542,2025-12-30,Z26,repair,0,0,0,37.0,deadline,20,any,en,0,organic
L01851,2025-12-30,Z29,install,0,1,1,43.0,none,20,any,en,0,paid_search
L00013,2025-12-30,Z01,install,0,0,0,36.0,deadline,20,any,ur,0,paid_search
L02336,2025-12-30,Z22,repair,1,1,0,37.0,emergency,20,any,en,1,organic
L01343,2025-12-30,Z30,repair,1,1,1,42.0,deadline,10,any,ur,1,organic
L00544,2025-12-30,Z18,repair,0,1,1,31.0,none,20,any,ur,0,organic
L00353,2025-12-30,Z05,install,1,0,1,,none,10,any,en,0,paid_search
L01817,2025-12-30,Z22,repair,0,0,1,44.0,none,20,any,tr,0,paid_search
L01755,2025-12-30,Z11,install,1,1,1,41.0,none,30,any,tr,0,paid_search
L02671,2025-12-31,Z16,install,1,0,1,33.0,none,20,any,en,0,organic
L00857,2025-12-31,Z12,repair,1,1,1,42.0,deadline,30,any,en,0,organic
L02690,2025-12-31,Z10,repair,1,1,0,51.0,none,10,any,pl,0,paid_search
L00277,2025-12-31,Z29,install,0,1,0,,deadline,30,any,pl,0,paid_search
L02235,2025-12-31,Z28,repair,1,1,0,36.0,none,30,any,ro,0,organic
L01592,2025-12-31,Z29,install,0,0,1,42.0,none,30,any,tr,1,paid_search
L01246,2025-12-31,Z13,install,1,1,0,,deadline,20,F,ur,1,referral
L01251,2025-12-31,Z11,install,0,1,1,35.0,deadline,10,any,en,0,paid_search
L00383,2025-12-31,Z14,repair,1,1,1,38.0,none,20,any,en,0,paid_search
L01147,2025-12-31,Z04,install,1,1,1,44.0,none,10,any,en,0,organic
L01130,2025-12-31,Z03,install,1,0,1,31.0,none,20,any,en,0,paid_search
L02702,2025-12-31,Z10,repair,0,1,1,42.0,none,20,any,ur,0,organic
L01514,2025-12-31,Z05,install,0,0,0,32.0,none,10,F,en,0,paid_search
L00929,2025-12-31,Z29,repair,0,1,0,39.0,emergency,20,any,en,0,paid_search
L02835,2025-12-31,Z20,install,0,0,1,40.0,none,40,any,en,0,paid_search
L02748,2025-12-31,Z22,install,1,0,1,46.0,deadline,10,any,ur,0,paid_search
L00192,2025-12-31,UNKNOWN,repair,0,1,0,37.0,none,30,any,ur,0,organic
L02219,2025-12-31,Z20,install,1,1,1,37.0,none,30,any,en,0,organic
L02523,2025-12-31,Z27,install,1,0,0,42.0,deadline,40,any,en,0,paid_search
L00511,2025-12-31,Z06,install,0,0,1,,none,30,any,en,0,organic
L00838,2025-12-31,Z01,repair,0,1,1,,none,20,any,tr,0,paid_search
L00182,2025-12-31,Z27,repair,0,1,1,42.0,none,30,any,en,0,referral
L02131,2025-12-31,Z08,install,1,1,1,31.0,deadline,20,any,pl,0,paid_search
L02213,2025-12-31,Z18,install,1,1,0,38.0,none,20,any,en,0,paid_search
L02639,2025-12-31,Z16,install,0,0,1,38.0,deadline,10,any,en,0,paid_search
L01804,2025-12-31,Z04,repair,1,1,1,,none,20,any,en,0,paid_search
L01595,2026-01-01,Z10,install,1,0,0,36.0,deadline,10,any,ro,0,referral
L00587,2026-01-01,Z06,repair,1,1,0,42.0,none,10,any,pl,0,paid_search
L00851,2026-01-01,Z18,install,1,0,1,36.0,none,20,any,pl,0,organic
L01632,2026-01-01,Z26,install,0,1,1,47.0,none,20,any,ur,0,organic
L01319,2026-01-01,Z29,repair,1,1,0,40.0,none,40,any,en,0,paid_search
L01020,2026-01-01,Z12,repair,1,1,0,36.0,none,20,any,en,0,paid_search
L02926,2026-01-01,Z08,repair,1,0,0,36.0,emergency,20,any,en,0,referral
L02074,2026-01-01,Z04,install,1,1,1,33.0,deadline,30,any,en,0,paid_search
L02608,2026-01-01,Z02,repair,0,0,0,31.0,deadline,10,any,pl,0,paid_search
L00026,2026-01-01,Z19,repair,1,1,0,46.0,deadline,20,any,ro,0,paid_search
L01845,2026-01-01,Z21,repair,0,1,1,39.0,deadline,30,any,en,0,referral
L02277,2026-01-01,Z05,install,1,1,0,31.0,none,30,any,ur,0,paid_search
L01537,2026-01-01,Z24,install,0,0,1,38.0,none,10,F,ro,0,paid_search
L02561,2026-01-01,Z09,install,0,1,0,32.0,none,20,any,en,0,organic
L02982,2026-01-01,Z14,install,0,1,1,51.0,deadline,20,any,ur,0,organic
L01634,2026-01-01,Z03,install,0,0,0,37.0,deadline,20,any,en,0,paid_search
L02825,2026-01-01,Z14,repair,0,1,1,34.0,none,20,any,tr,0,organic
L01231,2026-01-01,Z09,repair,0,0,1,37.0,none,30,any,ur,0,paid_search
L01741,2026-01-01,Z23,install,0,0,0,37.0,none,20,any,en,0,organic
L02811,2026-01-01,UNKNOWN,repair,1,1,1,48.0,none,30,any,pl,0,paid_search
L01013,2026-01-01,Z16,install,0,0,0,32.0,none,20,any,tr,0,organic
L00957,2026-01-01,Z26,repair,1,1,0,21.0,none,10,any,tr,0,paid_search
L00690,2026-01-01,Z23,repair,0,1,1,44.0,none,40,any,ro,0,paid_search
L02506,2026-01-02,Z13,install,1,0,0,34.0,deadline,20,any,en,0,referral
L00083,2026-01-02,Z06,install,0,1,0,40.0,none,20,any,ro,1,referral
L02138,2026-01-02,Z01,repair,0,1,1,35.0,none,40,F,en,1,organic
L02820,2026-01-02,Z09,install,1,1,1,,deadline,20,any,en,0,paid_search
L00321,2026-01-02,Z07,install,1,0,1,28.0,none,10,any,en,0,referral
L02492,2026-01-02,Z01,repair,0,0,1,33.0,emergency,10,any,en,0,organic
L00645,2026-01-02,Z30,repair,1,0,1,43.0,none,30,any,en,0,referral
L00092,2026-01-02,Z09,repair,1,0,1,44.0,none,10,any,tr,0,paid_search
L02058,2026-01-02,Z10,repair,0,1,0,,deadline,20,any,en,0,paid_search
L02920,2026-01-02,Z16,install,1,1,1,37.0,none,10,any,en,0,organic
L01526,2026-01-02,Z23,install,0,1,1,30.0,deadline,20,any,ur,0,organic
L00348,2026-01-02,Z25,install,1,0,1,,none,20,any,ur,0,paid_search
