feedback_id,created_at,author_type,channel,text,true_theme
F00786,2026-01-02,customer,review,Nobody got in touch after I filled in the form Please sort it out,provider_communication
F00787,2025-09-18,provider,survey,"Honestly, Credits not refunded after the customer cancelled, support not replying Thanks",credits_refund
F00788,2026-02-24,provider,review,"just to say explains things in a way that actually makes sense, worth every penny this was in z10",workmanship_quality
F00789,2026-01-25,provider,support,"Can't update my coverage zones, the save button is greyed out I live near Z10 1BB",app_bug
F00790,2026-02-22,provider,support,"Lovely clean job, everything tested and certified before he left Been using the site since October my number is 07700 900641",safety_issue
F00791,2025-10-02,customer,review,"honestly, site left spotless and every connection checked, felt genuinely professional otherwise fine",safety_issue
F00792,2025-12-21,customer,support,"Not happy. Filled in my details twice and heard nothing, is this site even active",provider_communication
F00793,2026-02-20,provider,survey,n/a,noise
F00794,2025-11-24,provider,review,Customers keep saying they already found someone by the time I call,lead_quality
F00795,2025-10-04,customer,review,just to say the multi-day discount on the profile turned out not to exist,price_dispute
F00796,2025-09-06,customer,support,Quick one: The multi-day discount on the profile turned out not to exist This was in Z28,price_dispute
F00797,2025-09-21,customer,review,"Feedback: Provider Fatima didn't turn up for the first visit and never called Been using the site since October Regards,",provider_no_show
F00798,2025-12-17,customer,review,"update - felt rushed, didn't finish the sealing properly before leaving thanks",workmanship_quality
F00799,2026-01-10,provider,review,quick one: customers keep saying they already found someone by the time i call please sort it out email me at fatima23@example.com,lead_quality
F00800,2025-12-04,customer,review,"update - every visit had a clear plan and a recap at the end, finished in 3 days cheers",workmanship_quality
F00801,2025-10-16,provider,support,"Hi, Third enquiry this week where the person says they never filled anything in Would appreciate a reply",lead_quality
F00802,2026-01-02,customer,review,"Update - Still waiting for someone to call me back, it's been 2 days",provider_communication
F00803,2025-10-25,customer,review,"Just to say Two appointments in a row moved at the last minute, I've lost a week Thanks",provider_no_show
F00804,2025-10-13,customer,review,"Quick one: Booked a morning slot, waited 40 minutes, nobody came. No explanation This was in Z03",provider_no_show
F00805,2025-12-06,customer,survey,good,noise
F00806,2026-01-08,customer,review,"FYI Sent three messages, no reply for a week Not impressed email me at marek1@example.com",provider_communication
F00807,2025-11-25,provider,review,"Login loop on Android, keeps sending me back to the start screen Second time this has happened email me at marek49@example.com",app_bug
F00808,2025-09-12,customer,support,"Not happy. The multi-day discount on the profile turned out not to exist Would appreciate a reply Regards,",price_dispute
F00809,2026-02-06,customer,support,"left me waiting at the property in z03 all morning, no message nothing",provider_no_show
F00810,2026-01-03,customer,review,"So Felt rushed, didn't finish the sealing properly before leaving",workmanship_quality
F00811,2026-01-31,customer,review,FYI Quoted one price then asked for more once the work started,price_dispute
F00812,2026-01-03,customer,support,Turned up 25 minutes into a one hour slot and still charged the full hour This was in Z19,provider_no_show
F00813,2025-12-01,provider,review,map view is blank on my phone since the last update otherwise fine my number is 07700 900232,app_bug
F00814,2026-01-07,customer,support,"update - filled in my details twice and heard nothing, is this site even active",provider_communication
F00815,2025-10-11,provider,support,Feedback: Asked for cash up front for the full job then said the rate had gone up Would appreciate a reply,price_dispute
F00816,2026-02-18,customer,support,"not happy. brilliant at talking me through the options, i was dreading this and it was painless please sort it out",workmanship_quality
F00817,2025-10-19,provider,support,"Not happy. Login loop on Android, keeps sending me back to the start screen Second time this has happened",app_bug
F00818,2025-12-21,customer,survey,"Feedback: Felt rushed, didn't finish the sealing properly before leaving Thanks",workmanship_quality
F00819,2025-10-08,customer,support,"Honestly, Expensive compared to what was advertised, felt misled This was in Z28",price_dispute
F00820,2025-12-28,customer,support,Quick one: Provider bought my lead but never contacted me,provider_communication
F00821,2025-09-17,provider,review,"Hi, Customer never answered, wasted credits again Would appreciate a reply -- This message was sent via the marketplace app",lead_quality
F00822,2025-10-18,provider,support,"Update - Was promised my money back for the fake enquiry, 4 days later still waiting Thanks",credits_refund
F00823,2026-02-17,customer,support,"honestly, nobody got in touch after i filled in the form I live near Z03 1DE",provider_communication
F00824,2025-09-28,provider,survey,"just to say the customer was actually two counties away, the address must have been typed wrong",lead_quality
F00825,2025-09-07,customer,review,"Not happy. Got one text and then silence, no idea if I have a tradesperson or not This was in Z12",provider_communication
F00826,2025-12-11,customer,support,"Not happy. Warning light on the boiler the whole time, was told to ignore it This was in Z13",safety_issue
F00827,2025-12-16,customer,review,"expensive compared to what was advertised, felt misled otherwise fine",price_dispute
F00828,2025-11-01,customer,support,"Hidden fees for materials and disposal, not mentioned before Been using the site since October",price_dispute
F00829,2025-10-04,provider,survey,Just to say Third enquiry this week where the person says they never filled anything in Please sort it out,lead_quality
F00830,2025-09-08,provider,review,fyi two refunds approved by email but nothing showing in the account been using the site since october,credits_refund
F00831,2026-02-20,customer,survey,"Spent most of the visit on his phone, barely explained anything Second time this has happened",workmanship_quality
F00832,2026-02-04,provider,support,Uploaded a new profile photo and it shows sideways Otherwise fine,app_bug
F00833,2025-11-20,provider,survey,"Update - Can't update my coverage zones, the save button is greyed out Been using the site since December",app_bug
F00834,2025-12-12,provider,review,n/a,noise
F00835,2025-10-23,provider,support,"Honestly, Notifications arrive hours late so I miss leads",app_bug
F00836,2025-12-20,customer,support,"not happy. great tradesperson, tidy and methodical, highly recommend second time this has happened",workmanship_quality
F00837,2025-10-03,customer,review,"Snapped at me when I asked a question, made the whole thing uncomfortable Second time this has happened",workmanship_quality
F00838,2026-01-08,customer,survey,Just to say Turned up 25 minutes into a one hour slot and still charged the full hour Been using the site since January,provider_no_show
F00839,2025-11-30,customer,review,Nobody got in touch after I filled in the form,provider_communication
F00840,2025-10-24,provider,support,"FYI Explains things in a way that actually makes sense, worth every penny Would appreciate a reply",workmanship_quality
F00841,2025-11-01,provider,review,"Hi, Uploaded a new profile photo and it shows sideways Please sort it out",app_bug
F00842,2026-01-05,provider,survey,"Felt rushed, didn't finish the sealing properly before leaving Please sort it out",workmanship_quality
F00843,2025-09-26,customer,support,so paid for the lead apparently but i never heard from anyone this was in z08,provider_communication
F00844,2025-12-10,provider,review,Quick one: Map view is blank on my phone since the last update,app_bug
F00845,2025-10-02,provider,review,"FYI The customer was actually two counties away, the address must have been typed wrong Cheers I live near Z20 5FB",lead_quality
F00846,2025-09-14,customer,support,"quick one: warning light on the boiler the whole time, was told to ignore it not impressed",safety_issue
F00847,2026-02-18,customer,survey,"got one text and then silence, no idea if i have a tradesperson or not otherwise fine -- This message was sent via the marketplace app",provider_communication
F00848,2025-10-28,provider,survey,"Honestly, Map view is blank on my phone since the last update Cheers",app_bug
F00849,2025-11-23,provider,survey,,app_bug
F00850,2025-11-11,provider,support,The availability calendar doesn't keep my changes after I close it This was in Z25 my number is 07700 900267,app_bug
F00851,2026-02-15,provider,review,"Just to say Same customer sent to me twice, charged twice Otherwise fine",lead_quality
F00852,2025-12-14,customer,support,FYI Turned up 25 minutes into a one hour slot and still charged the full hour Thanks,provider_no_show
F00853,2025-10-27,customer,support,"Just to say Was told £33 an hour, invoice came in at £48, no explanation",price_dispute
F00854,2026-02-16,provider,review,"The customer was actually two counties away, the address must have been typed wrong",lead_quality
F00855,2025-11-13,customer,review,Update - Nice enough but I didn't feel much had been done after ten hours Thanks -- This message was sent via the marketplace app,workmanship_quality
F00856,2025-09-04,customer,support,"Cancelled on me twice last minute, really unreliable Would appreciate a reply",provider_no_show
F00857,2025-11-07,provider,survey,He simply didn't show up on Saturday and went quiet afterwards Not impressed,provider_no_show
F00858,2025-09-28,customer,review,Paid for the lead apparently but I never heard from anyone,provider_communication
F00859,2025-12-11,customer,review,"so spent most of the visit on his phone, barely explained anything",workmanship_quality
F00860,2026-02-11,provider,review,FYI Top up went through on my card but the balance didn't change Please sort it out,credits_refund
F00861,2026-02-12,provider,review,"Hi, The refund button does nothing, credits just disappeared",credits_refund
F00862,2025-11-27,customer,survey,Paid for the lead apparently but I never heard from anyone Thanks,provider_communication
F00863,2025-12-11,customer,support,"Honestly, Left exposed wiring behind the panel and said it would be fine Second time this has happened",safety_issue
F00864,2025-09-13,customer,review,"hi, no dust sheets, no mask, debris left all over a room with a baby in it -- This message was sent via the marketplace app",safety_issue
F00865,2025-11-22,provider,survey,Feedback: Notifications arrive hours late so I miss leads Second time this has happened,app_bug
F00866,2025-11-19,customer,survey,"Honestly, Price on the profile said £39 but he charged £41 per hour Been using the site since November",price_dispute
F00867,2025-10-28,customer,support,Not happy. Rates changed after the first day of work without warning Cheers,price_dispute
F00868,2025-12-21,customer,support,"Not happy. Cancelled on me twice last minute, really unreliable Cheers",provider_no_show
F00869,2025-09-08,customer,support,"Hi, Turned up 25 minutes into a one hour slot and still charged the full hour",provider_no_show
F00870,2026-01-18,provider,support,"update - map view is blank on my phone since the last update my number is 07700 900358 Regards,",app_bug
F00871,2026-01-28,customer,survey,"fyi brilliant at talking me through the options, i was dreading this and it was painless cheers",workmanship_quality
F00872,2026-01-10,provider,support,"Quick one: Same customer sent to me twice, charged twice Otherwise fine",lead_quality
F00873,2026-01-17,customer,review,"FYI Kept coming back for the same fault each week, no real progress at all",workmanship_quality
F00874,2025-11-22,customer,review,"Honestly, Provider bought my lead but never contacted me Not impressed",provider_communication
F00875,2026-01-03,provider,support,"FYI Same customer sent to me twice, charged twice Thanks",lead_quality
F00876,2026-02-02,customer,support,"So Sent three messages, no reply for a week Not impressed",provider_communication
F00877,2026-01-05,provider,support,"Two refunds approved by email but nothing showing in the account Regards,",credits_refund
F00878,2026-01-21,provider,review,"Just to say Was told £31 an hour, invoice came in at £41, no explanation Second time this has happened",price_dispute
F00879,2025-12-21,provider,review,just to say top up went through on my card but the balance didn't change second time this has happened,credits_refund
F00880,2025-12-08,provider,support,Not happy. Third enquiry this week where the person says they never filled anything in Second time this has happened,lead_quality
F00881,2026-01-30,provider,survey,"Requested a refund for a dead lead 2 weeks ago, still nothing Not impressed",credits_refund
F00882,2025-11-25,provider,review,"honestly, the refund button does nothing, credits just disappeared cheers",credits_refund
F00883,2026-02-03,customer,survey,"Feedback: Great tradesperson, tidy and methodical, highly recommend Not impressed",workmanship_quality
F00884,2026-02-23,customer,review,"Feedback: Price on the profile said £32 but he charged £45 per hour This was in Z04 Regards,",price_dispute
F00885,2026-01-04,customer,support,"honestly, spent most of the visit on his phone, barely explained anything thanks",workmanship_quality
F00886,2026-01-20,provider,support,"hi, customer never answered, wasted credits again I live near Z08 2DF Sent from my iPhone",lead_quality
F00887,2025-09-11,customer,review,"Hi, Left me waiting at the property in Z19 all morning, no message nothing This was in Z19 Regards,",provider_no_show
F00888,2025-11-01,provider,support,"Same customer sent to me twice, charged twice Not impressed Regards,",lead_quality
F00889,2025-09-20,provider,support,"Hi, Third enquiry this week where the person says they never filled anything in Second time this has happened",lead_quality
F00890,2026-02-13,provider,survey,"Not happy. My balance went down by 9 and I didn't buy anything, what happened",credits_refund
F00891,2025-11-16,provider,support,"Update - Customer never answered, wasted credits again Otherwise fine",lead_quality
F00892,2026-02-26,provider,review,Feedback: Two refunds approved by email but nothing showing in the account This was in Z16,credits_refund
F00893,2025-12-30,customer,support,"Hi, Paid for the lead apparently but I never heard from anyone Not impressed",provider_communication
F00894,2025-09-04,customer,survey,"expensive compared to what was advertised, felt misled not impressed",price_dispute
F00895,2025-12-01,customer,review,"So Really thorough, explained the whole job clearly and finished ahead of time! Please sort it out",workmanship_quality
F00896,2026-02-03,customer,survey,"Expensive compared to what was advertised, felt misled Otherwise fine",price_dispute
F00897,2025-10-08,provider,review,"Feedback: Someone wanting an installation sent to me, I only do repairs, that's on you Otherwise fine",lead_quality
F00898,2025-10-17,customer,survey,"Lovely clean job, everything tested and certified before he left Cheers",safety_issue
F00899,2025-09-29,customer,support,"So Lovely clean job, everything tested and certified before he left",safety_issue
F00900,2026-02-04,provider,support,Third enquiry this week where the person says they never filled anything in Second time this has happened email me at sophie16@example.com,lead_quality
F00901,2026-02-04,provider,review,"Just to say Credits not refunded after the customer cancelled, support not replying",credits_refund
F00902,2025-10-04,provider,review,"Not happy. Every visit had a clear plan and a recap at the end, finished in 14 days -- This message was sent via the marketplace app",workmanship_quality
F00903,2025-12-06,customer,review,"Update - Still waiting for someone to call me back, it's been 14 days Second time this has happened I live near Z25 8CE",provider_communication
F00904,2025-12-04,customer,support,"Was told £37 an hour, invoice came in at £45, no explanation",price_dispute
F00905,2025-09-12,customer,review,"honestly, sent three messages, no reply for a week would appreciate a reply",provider_communication
F00906,2025-11-14,provider,support,"not happy. great tradesperson, tidy and methodical, highly recommend not impressed",workmanship_quality
F00907,2025-12-22,provider,support,So The availability calendar doesn't keep my changes after I close it Cheers I live near Z06 5BC,app_bug
F00908,2026-01-15,customer,review,so rates changed after the first day of work without warning,price_dispute
F00909,2026-01-06,customer,review,So Would be nice to actually get a response from the person I was matched with Otherwise fine,provider_communication
F00910,2025-10-04,provider,review,"Login loop on Android, keeps sending me back to the start screen Not impressed my number is 07700 900395",app_bug
F00911,2025-10-14,customer,support,"Update - Still waiting for someone to call me back, it's been 13 days Second time this has happened",provider_communication
F00912,2026-01-14,customer,survey,"FYI Great tradesperson, tidy and methodical, highly recommend Please sort it out",workmanship_quality
F00913,2026-02-11,provider,review,quick one: top up went through on my card but the balance didn't change,credits_refund
F00914,2026-01-01,provider,survey,"Update - The app crashes every time I open the leads tab Second time this has happened Regards,",app_bug
F00915,2025-10-22,customer,review,,provider_no_show
F00916,2025-12-10,provider,support,"Not happy. Lead was from Z26 which I don't even cover, why was it sent to me Thanks",lead_quality
F00917,2025-11-17,provider,review,"update - getting enquiries from people who want work in three months, not now would appreciate a reply Sent from my iPhone",lead_quality
F00918,2025-11-22,customer,survey,"hi, spent most of the visit on his phone, barely explained anything been using the site since november",workmanship_quality
F00919,2026-01-29,provider,review,"Charged for a lead I never accepted, please refund Been using the site since November",credits_refund
F00920,2026-01-22,provider,support,Just to say Uploaded a new profile photo and it shows sideways Please sort it out,app_bug
F00921,2025-10-25,provider,support,"So Someone wanting an installation sent to me, I only do repairs, that's on you",lead_quality
F00922,2025-10-09,provider,review,Quick one: The availability calendar doesn't keep my changes after I close it Not impressed,app_bug
F00923,2025-09-09,customer,support,Nice enough but I didn't feel much had been done after ten hours Thanks,workmanship_quality
F00924,2025-12-01,provider,survey,"Not happy. Credits not refunded after the customer cancelled, support not replying Thanks",credits_refund
F00925,2026-02-12,provider,review,feedback: customers keep saying they already found someone by the time i call not impressed,lead_quality
F00926,2025-11-23,customer,support,"hi, left exposed wiring behind the panel and said it would be fine would appreciate a reply",safety_issue
F00927,2026-02-16,customer,survey,"the ladder he used was visibly damaged, i mentioned it and got shrugged at thanks",safety_issue
F00928,2025-11-11,provider,review,??,noise
F00929,2025-09-30,customer,review,good,noise
F00930,2025-11-11,provider,review,"Honestly, Uploaded a new profile photo and it shows sideways",app_bug
F00931,2025-09-08,provider,support,"Not happy. Customer never answered, wasted credits again",lead_quality
F00932,2025-11-30,customer,support,"Honestly, Rates changed after the first day of work without warning Otherwise fine",price_dispute
F00933,2025-12-22,customer,survey,"Update - Spent most of the visit on his phone, barely explained anything",workmanship_quality
F00934,2026-02-27,provider,survey,"Update - Can't update my coverage zones, the save button is greyed out",app_bug
F00935,2025-09-24,provider,review,Customers keep saying they already found someone by the time I call Not impressed,lead_quality
F00936,2026-02-09,customer,support,FYI Price on the profile said £39 but he charged £41 per hour Cheers,price_dispute
F00937,2026-03-01,customer,review,"so sent three messages, no reply for a week second time this has happened I live near Z01 4FF",provider_communication
F00938,2026-01-30,provider,review,Feedback: Provider Sophie didn't turn up for the first visit and never called This was in Z15,provider_no_show
F00939,2025-10-21,customer,survey,"Feedback: Left me waiting at the property in Z24 all morning, no message nothing Would appreciate a reply",provider_no_show
F00940,2025-10-17,provider,review,"not happy. can't update my coverage zones, the save button is greyed out would appreciate a reply -- This message was sent via the marketplace app",app_bug
F00941,2025-09-10,provider,review,"Honestly, Uploaded a new profile photo and it shows sideways",app_bug
F00942,2025-09-15,customer,support,"Just to say Lovely clean job, everything tested and certified before he left This was in Z09",safety_issue
F00943,2025-12-17,customer,review,"Honestly, Brilliant at talking me through the options, I was dreading this and it was painless Please sort it out",workmanship_quality
F00944,2026-02-20,customer,support,price on the profile said £34 but he charged £42 per hour thanks,price_dispute
F00945,2025-09-15,customer,survey,"kept coming back for the same fault each week, no real progress at all otherwise fine",workmanship_quality
F00946,2025-12-05,provider,review,"Feedback: Uploaded a new profile photo and it shows sideways Not impressed Regards,",app_bug
F00947,2025-12-06,provider,support,"Just to say Can't update my coverage zones, the save button is greyed out email me at sophie64@example.com",app_bug
F00948,2025-10-12,customer,support,"Filled in my details twice and heard nothing, is this site even active",provider_communication
F00949,2026-02-03,provider,review,"not happy. the customer was actually two counties away, the address must have been typed wrong my number is 07700 900330",lead_quality
F00950,2026-02-14,provider,review,"Same customer sent to me twice, charged twice Otherwise fine",lead_quality
F00951,2025-11-07,customer,review,"hi, would be nice to actually get a response from the person i was matched with cheers",provider_communication
F00952,2026-02-28,customer,survey,,safety_issue
F00953,2025-12-15,customer,review,"fyi sent three messages, no reply for a week",provider_communication
F00954,2026-02-15,customer,review,"Update - Got one text and then silence, no idea if I have a tradesperson or not Please sort it out",provider_communication
F00955,2025-12-13,provider,support,map view is blank on my phone since the last update this was in z11,app_bug
F00956,2025-09-23,customer,support,"Honestly, Spent most of the visit on his phone, barely explained anything Thanks my number is 07700 900407",workmanship_quality
F00957,2025-09-27,provider,review,fyi top up went through on my card but the balance didn't change would appreciate a reply,credits_refund
F00958,2025-09-05,provider,survey,Update - The app crashes every time I open the leads tab Cheers,app_bug
F00959,2025-09-09,provider,review,Quick one: Nobody got in touch after I filled in the form Second time this has happened -- This message was sent via the marketplace app,provider_communication
F00960,2025-11-12,provider,support,"hi, third enquiry this week where the person says they never filled anything in",lead_quality
F00961,2025-11-30,provider,survey,Just to say Uploaded a new profile photo and it shows sideways,app_bug
F00962,2025-12-28,customer,support,"FYI Filled in my details twice and heard nothing, is this site even active Been using the site since November Sent from my iPhone",provider_communication
F00963,2026-02-17,provider,support,"Brilliant at talking me through the options, I was dreading this and it was painless",workmanship_quality
F00964,2025-12-22,provider,support,Customers keep saying they already found someone by the time I call,lead_quality
F00965,2025-12-29,provider,support,"hi, customer never answered, wasted credits again been using the site since december",lead_quality
F00966,2025-12-09,customer,review,"feedback: the ladder he used was visibly damaged, i mentioned it and got shrugged at been using the site since november Regards,",safety_issue
F00967,2025-09-06,provider,survey,"So Same customer sent to me twice, charged twice Please sort it out",lead_quality
F00968,2025-10-30,customer,review,fyi asked for cash up front for the full job then said the rate had gone up thanks Sent from my iPhone,price_dispute
F00969,2026-01-03,provider,survey,FYI The availability calendar doesn't keep my changes after I close it,app_bug
F00970,2025-11-06,provider,support,"The refund button does nothing, credits just disappeared Been using the site since December",credits_refund
F00971,2026-01-04,provider,support,"fyi getting enquiries from people who want work in three months, not now cheers I live near Z29 6BA",lead_quality
F00972,2025-10-15,provider,support,"Not happy. The refund button does nothing, credits just disappeared Been using the site since September",credits_refund
F00973,2025-10-13,customer,support,"Honestly, He simply didn't show up on Saturday and went quiet afterwards This was in Z18",provider_no_show
F00974,2025-10-14,customer,review,"FYI Felt rushed, didn't finish the sealing properly before leaving my number is 07700 900220",workmanship_quality
F00975,2026-02-10,customer,review,??,noise
F00976,2026-01-14,customer,review,update - rates changed after the first day of work without warning second time this has happened,price_dispute
F00977,2025-10-14,provider,support,"Honestly, Same customer sent to me twice, charged twice",lead_quality
F00978,2025-10-31,customer,support,"Honestly, Kept coming back for the same fault each week, no real progress at all This was in Z01",workmanship_quality
F00979,2025-11-18,customer,review,Nobody got in touch after I filled in the form Cheers,provider_communication
F00980,2025-10-28,customer,survey,not happy. provider bought my lead but never contacted me my number is 07700 900725,provider_communication
F00981,2026-01-30,provider,survey,"just to say requested a refund for a dead lead 2 weeks ago, still nothing not impressed",credits_refund
F00982,2025-11-04,provider,review,n/a,noise
F00983,2025-12-05,provider,support,"Honestly, Someone wanting an installation sent to me, I only do repairs, that's on you Been using the site since October",lead_quality
F00984,2026-01-31,provider,review,"Quick one: Was promised my money back for the fake enquiry, 11 days later still waiting This was in Z22",credits_refund
F00985,2025-12-28,customer,support,"Quick one: Booked a morning slot, waited 40 minutes, nobody came. No explanation Cheers my number is 07700 900497",provider_no_show
F00986,2025-11-09,customer,support,"fyi warning light on the boiler the whole time, was told to ignore it thanks",safety_issue
F00987,2025-11-03,customer,review,"Hi, Really thorough, explained the whole job clearly and finished ahead of time! This was in Z11 email me at olga34@example.com",workmanship_quality
F00988,2025-11-15,provider,review,"Quick one: My balance went down by 4 and I didn't buy anything, what happened Please sort it out",credits_refund
F00989,2025-09-06,customer,support,??,noise
F00990,2025-09-18,customer,support,"sent three messages, no reply for a week cheers",provider_communication
F00991,2025-12-13,customer,review,"Honestly, Nice enough but I didn't feel much had been done after ten hours Been using the site since January",workmanship_quality
F00992,2026-01-23,provider,review,"Feedback: Lovely clean job, everything tested and certified before he left Been using the site since October",safety_issue
F00993,2025-12-20,provider,review,"Just to say Sent three messages, no reply for a week Been using the site since October Regards,",provider_communication
F00994,2026-01-05,customer,review,So Provider Kwame didn't turn up for the first visit and never called Cheers,provider_no_show
F00995,2025-09-12,customer,review,"Update - Explains things in a way that actually makes sense, worth every penny I live near Z23 1BA",workmanship_quality
F00996,2025-09-20,customer,support,"honestly, filled in my details twice and heard nothing, is this site even active this was in z01",provider_communication
F00997,2026-01-23,customer,support,"Honestly, The ladder he used was visibly damaged, I mentioned it and got shrugged at This was in Z20",safety_issue
F00998,2026-02-13,customer,support,"Feedback: Really thorough, explained the whole job clearly and finished ahead of time! This was in Z28",workmanship_quality
F00999,2025-11-10,customer,support,"Sent three messages, no reply for a week",provider_communication
F01000,2026-01-02,customer,support,"Filled in my details twice and heard nothing, is this site even active This was in Z20",provider_communication
F01001,2025-10-22,customer,review,"Isolation switch didn't seem to work properly, felt unsafe Otherwise fine Regards,",safety_issue
F01002,2025-12-17,customer,review,"Update - Really thorough, explained the whole job clearly and finished ahead of time! Not impressed I live near Z16 4CA",workmanship_quality
F01003,2025-09-08,customer,support,"Was told £31 an hour, invoice came in at £42, no explanation Not impressed Regards,",price_dispute
F01004,2025-12-30,customer,survey,"Quick one: Explains things in a way that actually makes sense, worth every penny This was in Z02 Sent from my iPhone",workmanship_quality
F01005,2025-10-24,customer,support,"Left me waiting at the property in Z12 all morning, no message nothing This was in Z12 Regards,",provider_no_show
F01006,2026-02-12,customer,review,"Honestly, Paid for the lead apparently but I never heard from anyone Thanks",provider_communication
F01007,2025-12-23,customer,support,n/a,noise
F01008,2025-12-09,provider,support,"fyi login loop on android, keeps sending me back to the start screen otherwise fine my number is 07700 900823",app_bug
F01009,2025-10-25,customer,support,Nice enough but I didn't feel much had been done after ten hours -- This message was sent via the marketplace app,workmanship_quality
F01010,2025-12-03,provider,survey,The availability calendar doesn't keep my changes after I close it Not impressed,app_bug
F01011,2026-02-26,provider,support,"Lead was from Z13 which I don't even cover, why was it sent to me This was in Z13 email me at marek62@example.com -- This message was sent via the marketplace app",lead_quality
F01012,2025-12-01,customer,review,Not happy. Nobody got in touch after I filled in the form Thanks,provider_communication
F01013,2025-09-30,customer,support,"honestly, cancelled on me twice last minute, really unreliable been using the site since october",provider_no_show
F01014,2025-10-11,provider,support,??,noise
F01015,2025-09-18,provider,review,"hi, bought 9 leads this month and only one picked up the phone",lead_quality
F01016,2026-02-13,customer,review,Not happy. Would be nice to actually get a response from the person I was matched with,provider_communication
F01017,2026-01-11,provider,review,Customers keep saying they already found someone by the time I call This was in Z27,lead_quality
F01018,2025-10-02,customer,support,So Rates changed after the first day of work without warning my number is 07700 900137 Sent from my iPhone,price_dispute
F01019,2025-09-14,customer,review,"kept coming back for the same fault each week, no real progress at all thanks Regards,",workmanship_quality
F01020,2026-02-15,provider,review,"Quick one: Requested a refund for a dead lead 2 weeks ago, still nothing I live near Z26 8AF",credits_refund
F01021,2025-11-27,provider,survey,Not happy. Uploaded a new profile photo and it shows sideways Please sort it out,app_bug
F01022,2026-01-04,customer,survey,"Not happy. Really thorough, explained the whole job clearly and finished ahead of time! Would appreciate a reply",workmanship_quality
F01023,2026-01-28,customer,support,"brilliant at talking me through the options, i was dreading this and it was painless otherwise fine email me at sophie79@example.com",workmanship_quality
F01024,2025-11-25,customer,support,"still waiting for someone to call me back, it's been 13 days not impressed",provider_communication
F01025,2025-09-12,customer,support,"feedback: felt rushed, didn't finish the sealing properly before leaving been using the site since january Regards,",workmanship_quality
F01026,2026-01-07,provider,support,"Explains things in a way that actually makes sense, worth every penny This was in Z23",workmanship_quality
F01027,2025-11-03,customer,support,"really thorough, explained the whole job clearly and finished ahead of time!",workmanship_quality
F01028,2025-11-08,customer,review,Update - Paid for the lead apparently but I never heard from anyone Please sort it out,provider_communication
F01029,2025-09-09,customer,review,"quick one: isolation switch didn't seem to work properly, felt unsafe cheers",safety_issue
F01030,2025-09-29,customer,survey,provider bought my lead but never contacted me cheers,provider_communication
F01031,2025-09-11,customer,survey,"FYI Was told £31 an hour, invoice came in at £41, no explanation Not impressed",price_dispute
F01032,2025-12-09,provider,survey,Quick one: Third enquiry this week where the person says they never filled anything in Thanks -- This message was sent via the marketplace app,lead_quality
F01033,2025-12-06,provider,review,"hi, uploaded a new profile photo and it shows sideways this was in z13 my number is 07700 900260",app_bug
F01034,2025-09-16,customer,survey,"honestly, expensive compared to what was advertised, felt misled would appreciate a reply",price_dispute
F01035,2025-12-29,provider,review,n/a,noise
F01036,2025-12-24,customer,review,"quick one: quoted one price then asked for more once the work started would appreciate a reply Regards,",price_dispute
F01037,2025-12-10,customer,support,"warning light on the boiler the whole time, was told to ignore it been using the site since january",safety_issue
F01038,2025-10-02,customer,support,"Honestly, Kept coming back for the same fault each week, no real progress at all This was in Z06 Sent from my iPhone",workmanship_quality
F01039,2025-10-05,customer,survey,"Update - Snapped at me when I asked a question, made the whole thing uncomfortable",workmanship_quality
F01040,2026-01-03,customer,survey,,provider_no_show
F01041,2026-03-01,provider,support,"Hi, Notifications arrive hours late so I miss leads Thanks",app_bug
F01042,2025-09-03,provider,review,"Lovely clean job, everything tested and certified before he left Not impressed",safety_issue
F01043,2026-01-28,provider,support,"update - charged for a lead i never accepted, please refund this was in z24 I live near Z26 3BE",credits_refund
F01044,2026-02-07,provider,support,"Hi, Credits not refunded after the customer cancelled, support not replying Please sort it out",credits_refund
F01045,2026-02-04,provider,review,Update - Two refunds approved by email but nothing showing in the account,credits_refund
F01046,2025-09-30,customer,survey,"Really thorough, explained the whole job clearly and finished ahead of time! Please sort it out",workmanship_quality
F01047,2025-09-26,provider,support,not happy. notifications arrive hours late so i miss leads,app_bug
F01048,2025-09-14,provider,support,feedback: customers keep saying they already found someone by the time i call thanks,lead_quality
F01049,2025-12-13,customer,review,"Kept coming back for the same fault each week, no real progress at all Otherwise fine Sent from my iPhone",workmanship_quality
F01050,2025-10-27,customer,support,"Feedback: Brilliant at talking me through the options, I was dreading this and it was painless email me at ahmed98@example.com",workmanship_quality
F01051,2025-12-04,customer,review,Update - Paid for the lead apparently but I never heard from anyone This was in Z13,provider_communication
F01052,2026-02-21,customer,review,"So Site left spotless and every connection checked, felt genuinely professional",safety_issue
F01053,2026-02-21,provider,review,"hi, requested a refund for a dead lead 2 weeks ago, still nothing",credits_refund
F01054,2025-10-22,provider,support,"not happy. login loop on android, keeps sending me back to the start screen would appreciate a reply",app_bug
F01055,2025-10-17,provider,support,"Feedback: Getting enquiries from people who want work in three months, not now",lead_quality
F01056,2025-10-05,customer,survey,"explains things in a way that actually makes sense, worth every penny",workmanship_quality
F01057,2025-09-22,customer,support,update - provider bought my lead but never contacted me thanks,provider_communication
F01058,2025-09-21,provider,review,"Charged for a lead I never accepted, please refund Otherwise fine",credits_refund
F01059,2026-01-15,customer,support,just to say the multi-day discount on the profile turned out not to exist not impressed,price_dispute
